gene,LUSC_vs_LUAD
SERPINB11,0.20541732265913693
POPDC3,0.16147534202699065
C4orf31,0.19320007838486408
CDHR4,0.06875467206944313
ABCC2,0.008509068560980715
VSNL1,0.3316074113137078
GNG4,0.1204106596053875
C19orf59,0.08937206765603822
HBB,0.0510541625090396
TMEM190,0.02480956573264148
GPR115,0.1445919535701885
SEMA3E,0.1245822277875317
KRT7,0.21316298410863332
SALL1,0.09659537511940502
FBN3,0.049266501977361765
PRSS3,0.055824364975883
C6,0.09241401935008609
TMEM59L,0.14936735285342972
LOC339535,0.08171267014392086
FZD10,0.18777747021610242
CT45A5,0.13950668927989424
TF,0.010856252211079942
ATP13A4,0.09886500948185961
ENPP3,0.2104371228625253
GFRA3,0.1063254027081793
